4903,广东省广州市南沙区新垦镇,113.6681,22.6339
4905,浙江省舟山市普陀区朱家尖,122.3858,29.9169
4905,浙江省嘉兴市平湖,121.0116,30.6789
4907,台湾省屏东县林边乡,119.2972,26.104
4912,广东省汕头市潮阳区海门镇,116.6106,23.186
4913,广东省汕头市龙湖区新溪镇,116.7881,23.3874
5003,辽宁省丹东市东港市前阳镇,124.1915,39.9755
5012,广东省湛江市麻章区东简镇,110.493,21.0168
5017,海南省万宁市东澳镇,110.3886,18.7954
5106,广东省湛江市吴川市王村港镇,110.9315,21.4276
5108,海南省文昌市东郊镇,110.8551,19.5793
5109,广东省湛江市雷州市东里镇,110.3598,20.7778
5110,浙江省台州市玉环县坎门镇,121.2764,28.0974
5201,广东省茂名市电白区博贺镇,111.1837,21.4882
5203,广东省湛江市吴川市王村港镇,110.9315,21.4276
5205,浙江省台州市温岭市石塘镇,121.6029,28.28
5206,广东省汕尾市陆丰市碣石镇,115.8617,22.8243
5210,海南省万宁市山根镇,110.4822,18.9691
5211,福建省福州市福清市东瀚镇,119.6177,25.4069
5212,海南省文昌市翁田镇,110.885,19.92
5221,台湾省高雄市林园乡,121.9637,24.084
5223,台湾省云林县水林乡,120.2403,23.5685
5303,福建省福州市福清市江阴镇,119.3062,25.4973
5306,浙江省温州市乐清市蒲歧镇,120.9819,28.1154
5307,海南省文昌市昌洒镇,110.7936,19.545
5308,福建省莆田市涵江区白塘镇,119.0847,25.4485
5308,台湾省花莲县丰滨乡,121.4773,23.5897
5309,广东省汕尾市海丰县小漠镇,115.0174,22.7558
5310,广东省珠海市金湾区三灶镇,113.3613,22.0601
5315,海南省文昌市东郊镇,110.8551,19.5793
5401,海南省陵水黎族自治县英州镇,109.8592,18.4488
5401,广西省北海市银海区福成镇,109.311,21.5582
5405,广东省湛江市麻章区东简镇,110.493,21.0168
5412,广东省江门市台山市赤溪镇,112.9844,21.9936
5412,广东省湛江市徐闻县锦和镇,110.4354,20.5375
5413,广东省汕尾市海丰县小漠镇,115.0174,22.7558
5504,广东省江门市台山市赤溪镇,112.9844,21.9936
5505,山东省威海市乳山市海阳所镇,121.5556,36.7833
5511,台湾省台东县太麻里乡,120.987,22.5798
5511,福建省漳州市龙海市港尾镇,118.0797,24.3423
5513,海南省琼海市潭门镇,110.6116,19.2422
5603,海南省万宁市龙滚镇,110.4905,19.047
5612,浙江省宁波市象山县丹城镇,121.8747,29.4679
5608,台湾省花莲县新城乡,121.6121,24.0723
5608,福建省福州市长乐市金峰镇,119.5986,25.9726
5610,台湾省宜兰县苏澳镇,121.8565,24.5441
5610,福建省漳州市龙海市港尾镇,118.0797,24.3423
5611,台湾省屏东县满州乡,119.2972,26.104
5611,福建省泉州市惠安县东园镇,118.7392,24.9044
5704,台湾省台东县成功镇,121.3516,23.1061
5705,广东省深圳市龙岗区大鹏半岛,114.4858,22.5505
5709,广东省潮州市饶平县大埕镇,117.1562,23.6207
5711,广东省珠海市香洲区横琴镇,113.5023,22.1156
5807,台湾省花莲县丰滨乡,121.4773,23.5897
5807,福建省厦门市翔安区大嶝小镇,118.3353,24.5584
5813,福建省宁德市福鼎市店下镇,120.3082,27.1608
5906,浙江省温州市苍南,120.4227,27.5204
5906,上海市金山区漕泾镇,121.4037,30.801
5910,福建省漳州市漳浦县赤湖镇,117.8606,24.0902
5912,台湾省台东县成功镇,121.3516,23.1061
5912,福建省泉州市惠安县崇武镇,118.9149,24.8952
5913,台湾省花莲县新城乡,121.6121,24.0723
5913,福建省福州市连江县安凯乡,119.8293,26.3538
5913,上海市金山区漕泾镇,121.4037,30.801
5915,广东省汕尾市海丰市鲘门镇,115.0883,22.8064
5925,台湾省屏东县恒春镇,119.2972,26.104
6006,香港特别行政区,114.1746,22.2907
6010,台湾省宜兰,121.9637,24.084
6011,台北基隆,121.7571,25.1539
6014,台湾宜兰,121.9637,24.084
6024,海南文昌,110.7936,19.545
6104,香港特别行政区,114.1746,22.2907
6105,台湾台东县,121.9637,24.084
6107,广东省汕头市,116.6775,23.356
6108,广东省汕头市,116.6775,23.356
6109,香港特别行政区,114.1746,22.2907
6113,福建厦门,118.085,24.4817
6115,福建龙海,117.8132,24.4497
6117,广东海丰,115.3181,22.969
6118,福建晋江,118.5475,24.7845
6121,广东省深圳市,114.0529,22.5455
6122,浙江三门,120.1483,30.2679
6206,台湾台东县,121.9637,24.084
6210,台湾宜兰,121.9637,24.084
6211,海南文昌,110.7936,19.545
6216,香港特别行政区,114.1746,22.2907
6217,台湾花莲,121.9637,24.084
6219,海南陵水,110.0763,18.5051
6220,广东陆丰,115.7769,22.9644
6305,广东澄海,116.7514,23.4686
6307,福建连江黄岐半岛,119.8738,26.329
6308,广东吴川,110.7755,21.4437
6310,海南文昌,110.7936,19.545
6313,海南文昌,110.7936,19.545
6314,福建连江黄岐半岛,119.8738,26.329
6402,广东斗门,113.2917,22.2121
6403,海南琼海,110.6146,19.2409
6411,辽宁普兰店,121.9351,39.3908
6412,澳门,113.5549,22.1959
6413,广东徐闻,110.1717,20.3278
6419,广东珠海,113.571,22.2739
6420,广东深圳,114.0529,22.5455
6427,广东深圳,114.0529,22.5455
6510,台湾台东县,121.9637,24.084
6512,广东湛江,110.3545,21.2733
6513,广东阳江,111.9769,21.8609
6514,台湾台东县,121.9637,24.084
6518,福建福清,119.3791,25.7228
6519,海南琼海,110.4714,19.2549
6523,广东电白,113.2607,23.1344
6528,广东阳江,111.9769,21.8609
6532,海南海口,110.3147,20.0403
6603,台湾台南,121.9637,24.084
6605,广东珠海,113.571,22.2739
